order_id,order_date,region,product_name,units_sold,unit_price,cost,revenue
133,2025-02-03,Midwest,Tool Z,46,246.97,160.06,11360.62
134,2025-07-24,Northeast,Gadget Y,2,423.94,102.65,847.88
135,2025-10-18,West,Widget A,33,282.91,114.54,9336.03
136,2025-04-21,Northeast,Widget B,32,113.07,115.06,3618.24
137,2025-08-09,Midwest,Widget B,7,370.4,15.95,2592.7999999999997
138,2025-01-12,West,Widget B,45,343.86,53.71,15473.7
139,2025-05-07,Northeast,Widget B,20,187.47,152.28,3749.4
140,2025-06-09,Southwest,Gadget X,48,32.68,85.39,1568.6399999999999
141,2025-12-25,Southeast,Widget B,6,13.85,114.3,83.1
142,2025-03-20,Northeast,Widget B,32,414.44,189.25,13262.08
143,2025-04-11,West,Gadget X,7,167.56,14.02,1172.92
144,2025-05-30,Midwest,Widget B,47,77.51,92.69,3642.9700000000003
145,2025-12-29,West,Widget B,30,264.09,75.45,7922.699999999999
146,2025-11-08,West,Gadget X,4,461.21,25.76,1844.84
147,2025-01-13,Midwest,Tool Z,11,14.16,190.4,155.76
148,2025-03-27,Southwest,Gadget X,18,37.51,192.48,675.18
149,2025-10-27,Southeast,Gadget X,1,214.35,65.74,214.35
150,2025-01-22,Midwest,Tool Z,1,341.22,189.61,341.22
151,2025-11-09,Northeast,Gadget Y,46,243.29,11.86,11191.34
152,2025-04-13,West,Widget B,49,449.8,196.27,22040.2
153,2025-12-01,Southeast,Widget B,27,31.6,168.01,853.2
154,2025-04-18,West,Gadget X,45,176.67,46.79,7950.15
155,2025-06-08,Southwest,Gadget X,33,182.16,121.91,6011.28
156,2025-08-30,Southwest,Widget A,2,176.66,160.67,353.32
157,2025-02-16,Southwest,Widget A,36,248.97,67.26,8962.92
158,2025-07-23,Northeast,Widget B,1,397.38,73.98,397.38
159,2025-07-04,Northeast,Tool Z,41,165.76,127.65,6796.16
160,2025-10-14,Southwest,Gadget Y,18,374.8,33.68,6746.400000000001
161,2025-12-30,Southeast,Tool Z,7,81.77,28.05,572.39
162,2025-08-31,Northeast,Widget A,13,284.76,53.71,3701.88
163,2025-05-30,Southeast,Gadget X,34,193.79,149.55,6588.86
164,2025-05-29,Southwest,Gadget X,42,274.21,76.49,11516.82
165,2025-06-02,Southeast,Gadget X,28,62.8,103.93,1758.3999999999999
166,2025-10-25,Northeast,Gadget X,8,477.2,43.11,3817.6
167,2025-04-28,West,Widget B,45,454.04,42.85,20431.8
168,2025-03-02,Northeast,Widget A,39,414.93,131.84,16182.27
169,2025-05-03,Southeast,Tool Z,21,447.46,26.13,9396.66
170,2025-01-09,Northeast,Tool Z,28,81.88,135.23,2292.64
171,2025-02-08,West,Widget A,48,256.82,83.14,12327.36
172,2025-02-02,Midwest,Gadget X,19,165.78,135.9,3149.82
173,2025-10-09,Southwest,Gadget X,2,444.82,79.44,889.64
174,2025-09-21,Southeast,Gadget Y,8,102.82,169.98,822.56
175,2025-09-12,Southeast,Tool Z,30,117.77,15.83,3533.1
176,2025-06-18,Northeast,Gadget X,49,346.49,179.19,16978.010000000002
177,2025-09-19,Southeast,Gadget Y,37,53.56,57.39,1981.72
178,2025-02-28,Midwest,Tool Z,31,368.86,13.3,11434.66
179,2025-11-25,Northeast,Tool Z,16,141.38,114.67,2262.08
180,2025-07-02,Midwest,Widget B,22,333.86,48.75,7344.92
181,2025-12-09,Southwest,Tool Z,2,437.79,94.54,875.58
182,2025-02-25,West,Gadget X,19,308.71,161.45,5865.49
183,2025-07-01,West,Widget A,31,114.22,159.35,3540.82
184,2025-09-12,Southwest,Gadget Y,45,34.09,122.08,1534.0500000000002
185,2025-06-30,West,Tool Z,46,31.86,195.69,1465.56
186,2025-06-12,West,Widget B,41,53.52,95.43,2194.32
187,2025-03-02,Southwest,Gadget X,2,294.11,12.68,588.22
188,2025-05-20,Northeast,Widget B,40,180.63,164.79,7225.2
189,2025-03-29,Southwest,Widget A,11,129.12,48.15,1420.3200000000002
190,2025-04-21,Southeast,Tool Z,31,117.46,39.37,3641.2599999999998
191,2025-09-07,West,Widget A,47,474.8,18.65,22315.600000000002
192,2025-08-19,Southwest,Gadget X,44,68.22,68.94,3001.68
193,2025-08-10,Midwest,Widget A,33,159.36,68.6,5258.88
194,2025-05-13,Northeast,Gadget Y,15,241.02,64.04,3615.3
195,2025-12-17,Southeast,Tool Z,26,10.22,120.67,265.72
196,2025-02-01,Midwest,Gadget Y,35,461.27,151.55,16144.449999999999
197,2025-05-06,Southwest,Gadget Y,26,58.56,187.86,1522.56
198,2025-02-13,Southwest,Tool Z,20,344.41,23.34,6888.200000000001
199,2025-05-04,Midwest,Tool Z,20,318.14,34.32,6362.799999999999
200,2025-12-18,Southwest,Tool Z,30,406.44,120.02,12193.2
201,2025-05-14,Midwest,Widget B,2,329.18,24.14,658.36
202,2025-11-28,Midwest,Gadget X,49,387.0,77.3,18963.0
203,2025-06-30,Southwest,Tool Z,6,216.41,126.79,1298.46
204,2025-09-13,West,Widget B,49,249.47,157.21,12224.03
205,2025-06-16,Midwest,Gadget Y,2,353.81,47.43,707.62
206,2025-04-08,Midwest,Widget A,26,288.53,135.26,7501.779999999999
207,2025-10-06,West,Tool Z,21,260.65,130.94,5473.65
208,2025-12-20,West,Gadget Y,29,110.72,172.63,3210.88
209,2025-04-07,Midwest,Gadget Y,22,136.47,66.18,3002.34
210,2025-10-12,Northeast,Tool Z,44,185.66,151.27,8169.04
211,2025-04-06,Northeast,Widget B,1,14.55,151.64,14.55
212,2025-09-19,Northeast,Gadget X,49,214.51,51.64,10510.99
213,2025-10-15,Midwest,Tool Z,34,11.36,126.13,386.24
214,2025-06-14,West,Widget A,39,286.86,136.66,11187.54
215,2025-09-26,Southwest,Tool Z,7,354.97,58.51,2484.79
216,2025-04-10,Southeast,Widget B,4,285.45,93.1,1141.8
217,2025-01-29,West,Gadget X,20,349.82,89.98,6996.4
218,2025-02-05,West,Gadget X,16,10.01,155.83,160.16
219,2025-06-13,Northeast,Gadget Y,39,39.13,5.13,1526.0700000000002
220,2025-11-26,Southeast,Tool Z,44,352.25,102.7,15499.0
221,2025-02-16,Southeast,Widget B,21,403.42,40.95,8471.82
222,2025-06-16,Southwest,Widget A,38,361.67,131.13,13743.460000000001
223,2025-09-14,Southwest,Gadget X,3,334.88,137.67,1004.64
224,2025-03-15,Southwest,Gadget Y,37,356.62,102.72,13194.94
225,2025-09-21,Midwest,Gadget Y,5,372.4,110.7,1862.0
226,2025-04-22,Midwest,Gadget Y,33,364.94,66.44,12043.02
227,2025-10-23,Southeast,Widget B,19,371.62,66.1,7060.78
228,2025-07-31,West,Tool Z,21,46.27,150.3,971.6700000000001
229,2025-07-19,Northeast,Widget A,14,41.0,30.69,574.0
230,2025-03-06,Southeast,Widget A,20,186.95,155.44,3739.0
231,2025-06-19,Northeast,Widget A,43,268.52,132.73,11546.359999999999
232,2025-11-09,Midwest,Tool Z,40,383.68,177.47,15347.2
233,2025-01-08,Southeast,Widget A,17,174.01,55.73,2958.17
234,2025-10-04,Northeast,Gadget Y,15,144.81,103.7,2172.15
235,2025-06-29,Southeast,Tool Z,25,392.91,12.6,9822.75
236,2025-09-20,Southwest,Gadget Y,34,132.18,182.94,4494.12
237,2025-08-31,Midwest,Tool Z,9,412.21,136.7,3709.89
238,2025-06-07,Southwest,Widget A,36,96.8,126.46,3484.7999999999997
239,2025-04-23,Southwest,Gadget X,47,186.14,147.87,8748.58
240,2025-08-17,Southwest,Gadget X,42,206.53,60.44,8674.26
241,2025-02-21,Southeast,Gadget Y,27,156.76,122.75,4232.5199999999995
242,2025-08-02,Southwest,Gadget Y,16,11.64,161.18,186.24
243,2025-02-04,Southwest,Gadget X,16,125.4,22.61,2006.4
244,2025-08-26,Southwest,Widget B,37,175.45,191.97,6491.65
245,2025-08-18,Southeast,Widget A,23,163.68,178.92,3764.6400000000003
246,2025-01-31,Southeast,Gadget X,6,394.92,192.79,2369.52
247,2025-10-04,Midwest,Widget B,34,33.21,162.63,1129.14
248,2025-06-01,Southwest,Gadget X,7,200.58,62.39,1404.0600000000002
249,2025-10-15,Southwest,Gadget Y,49,28.38,118.4,1390.62
250,2025-01-16,Midwest,Gadget X,21,466.02,28.43,9786.42
251,2025-03-07,Northeast,Gadget X,17,397.2,152.06,6752.4
252,2025-06-30,Midwest,Widget A,3,491.26,34.96,1473.78
253,2025-03-10,West,Gadget Y,9,455.98,174.03,4103.82
254,2025-05-01,Midwest,Gadget X,47,164.75,51.91,7743.25
255,2025-08-30,Southeast,Widget A,27,348.88,36.28,9419.76
256,2025-02-22,Southeast,Widget B,45,160.21,18.83,7209.450000000001
257,2025-09-05,Northeast,Gadget Y,47,445.22,143.72,20925.34
258,2025-02-07,Southeast,Tool Z,3,211.27,41.31,633.8100000000001
259,2025-03-05,West,Gadget X,19,194.18,43.55,3689.42
260,2025-08-03,Southeast,Tool Z,42,457.89,38.09,19231.38
261,2025-10-17,Southwest,Widget A,25,420.0,64.63,10500.0
262,2025-03-04,Northeast,Widget B,25,483.54,188.54,12088.5
263,2025-04-20,Midwest,Tool Z,28,42.58,99.89,1192.24
264,2025-12-04,Midwest,Widget A,35,129.24,55.87,4523.400000000001
265,2025-12-28,Southwest,Gadget Y,46,157.42,38.23,7241.32
266,2025-08-01,Southwest,Widget B,44,217.93,8.69,9588.92
267,2025-06-13,Midwest,Widget B,31,241.83,76.17,7496.7300000000005
268,2025-05-07,West,Gadget X,29,152.82,26.46,4431.78
269,2025-08-12,West,Widget B,18,397.32,10.27,7151.76
270,2025-08-04,Midwest,Tool Z,6,119.39,25.08,716.34
271,2025-04-18,Northeast,Tool Z,35,351.29,67.11,12295.150000000001
272,2025-01-09,Midwest,Gadget X,1,427.37,151.42,427.37
273,2025-02-25,Southeast,Gadget X,35,305.81,18.06,10703.35
274,2025-12-16,Midwest,Widget A,25,183.54,137.34,4588.5
275,2025-06-02,West,Widget B,39,102.07,126.01,3980.7299999999996
276,2025-06-26,Southeast,Widget A,47,75.83,176.99,3564.0099999999998
277,2025-06-20,Southeast,Tool Z,28,374.65,40.88,10490.199999999999
278,2025-10-13,Southwest,Widget B,29,239.87,159.88,6956.2300000000005
279,2025-01-24,Southeast,Widget B,24,32.7,173.65,784.8000000000001
280,2025-01-31,Northeast,Tool Z,19,492.08,195.41,9349.52
281,2025-04-11,West,Gadget Y,5,338.94,162.67,1694.7
282,2025-06-27,West,Gadget Y,2,423.65,29.13,847.3
283,2025-09-02,Southwest,Widget A,36,224.71,189.69,8089.56
284,2025-06-29,West,Gadget X,45,478.16,163.92,21517.2
285,2025-06-11,Southwest,Gadget X,3,107.77,46.4,323.31
286,2025-12-09,Midwest,Widget B,17,100.72,37.21,1712.24
287,2025-02-28,Southeast,Gadget Y,30,446.26,187.6,13387.8
288,2025-07-28,Southwest,Tool Z,35,446.94,35.36,15642.9
289,2025-07-17,Southeast,Widget B,37,254.52,156.54,9417.24
290,2025-06-22,Southeast,Widget B,35,71.64,84.03,2507.4
291,2025-10-22,Southwest,Widget B,5,159.56,146.14,797.8
292,2025-04-08,Southwest,Tool Z,13,379.53,22.91,4933.889999999999
293,2025-12-15,Southeast,Widget A,23,424.54,146.39,9764.42
294,2025-05-02,West,Tool Z,4,180.35,104.82,721.4
295,2025-07-18,Southwest,Gadget Y,17,40.0,180.57,680.0
296,2025-07-10,West,Gadget X,19,336.21,41.74,6387.99
297,2025-11-07,Northeast,Gadget X,48,372.35,26.32,17872.800000000003
298,2025-06-10,West,Tool Z,16,217.77,43.26,3484.32
299,2025-04-14,Northeast,Gadget Y,48,295.72,20.32,14194.560000000001
300,2025-01-08,Southwest,Widget B,35,493.81,196.13,17283.35
301,2025-05-13,Northeast,Widget A,34,130.05,28.96,4421.700000000001
302,2025-10-29,Southwest,Gadget Y,41,290.76,44.17,11921.16
303,2025-01-04,Northeast,Widget A,42,309.37,162.89,12993.54
304,2025-11-24,Midwest,Widget A,11,279.06,53.12,3069.66
305,2025-07-18,Southeast,Tool Z,21,435.87,48.35,9153.27
306,2025-02-21,Southwest,Gadget X,26,306.45,136.1,7967.7
307,2025-04-21,Southeast,Gadget Y,48,258.87,82.76,12425.76
308,2025-07-22,West,Widget B,2,70.28,167.92,140.56
309,2025-04-26,Northeast,Widget A,24,354.57,129.46,8509.68
310,2025-02-09,Midwest,Widget A,11,74.73,61.2,822.0300000000001
311,2025-09-01,Southwest,Widget B,11,23.02,121.6,253.22
312,2025-09-03,Southwest,Widget A,38,249.38,173.96,9476.44
313,2025-02-13,Southeast,Gadget X,10,290.5,76.07,2905.0
314,2025-04-13,Southeast,Widget B,39,499.54,148.61,19482.06
315,2025-03-31,Midwest,Gadget X,49,359.04,86.09,17592.960000000003
316,2025-08-29,Midwest,Gadget X,39,425.81,110.9,16606.59
317,2025-09-24,Midwest,Widget B,9,179.73,148.07,1617.57
318,2025-09-23,Northeast,Gadget X,7,259.37,16.8,1815.5900000000001
319,2025-12-09,West,Widget A,22,487.39,93.72,10722.58
320,2025-10-08,Southeast,Widget B,28,214.52,23.57,6006.56
321,2025-04-28,Southeast,Tool Z,39,405.57,146.38,15817.23
322,2025-02-09,Southwest,Tool Z,21,267.73,123.52,5622.33
323,2025-08-13,West,Gadget X,9,119.74,68.75,1077.6599999999999
324,2025-12-01,Southeast,Tool Z,49,294.41,19.87,14426.090000000002
325,2025-12-22,Southwest,Gadget X,45,116.85,185.53,5258.25
326,2025-03-26,Southeast,Widget A,33,11.48,66.43,378.84000000000003
327,2025-03-28,Midwest,Tool Z,35,125.59,58.7,4395.650000000001
328,2025-01-14,Southeast,Gadget X,46,104.64,24.7,4813.44
329,2025-02-21,Northeast,Gadget Y,24,191.75,117.58,4602.0
330,2025-07-22,Midwest,Gadget Y,8,445.41,56.8,3563.28
331,2025-07-19,Midwest,Widget B,30,200.05,169.36,6001.5
332,2025-05-16,Southwest,Gadget Y,23,424.14,138.14,9755.22
333,2025-04-24,Southeast,Gadget X,40,282.25,5.76,11290.0
334,2025-10-30,Southwest,Widget B,38,13.73,115.31,521.74
335,2025-06-17,West,Widget B,24,102.48,50.21,2459.52
336,2025-10-23,Northeast,Gadget Y,19,466.33,8.0,8860.27
337,2025-12-18,West,Widget B,21,306.04,125.78,6426.84
338,2025-04-26,Midwest,Widget A,31,465.48,44.96,14429.880000000001
339,2025-03-15,Southeast,Tool Z,32,161.96,180.43,5182.72
340,2025-12-14,Midwest,Widget B,26,361.12,116.81,9389.12
341,2025-08-20,Southeast,Gadget Y,27,388.29,45.79,10483.83
342,2025-04-17,West,Gadget Y,49,488.09,195.93,23916.41
343,2025-08-15,Midwest,Tool Z,13,18.91,111.56,245.83
344,2025-07-07,Midwest,Gadget Y,9,476.6,37.27,4289.400000000001
345,2025-11-27,Southeast,Gadget Y,40,201.88,105.86,8075.2
346,2025-04-04,Southeast,Tool Z,46,420.62,192.07,19348.52
347,2025-12-28,Midwest,Tool Z,30,276.91,87.72,8307.300000000001
348,2025-12-08,Midwest,Widget A,20,286.68,87.94,5733.6
349,2025-03-07,Southeast,Gadget Y,18,186.1,94.92,3349.7999999999997
350,2025-03-02,Midwest,Widget A,23,415.95,59.62,9566.85
351,2025-07-14,Southeast,Tool Z,3,139.37,36.55,418.11
352,2025-01-17,Midwest,Widget A,26,251.2,117.89,6531.2
353,2025-04-20,Northeast,Widget B,14,284.49,179.37,3982.86
354,2025-06-08,Midwest,Widget A,14,373.84,148.47,5233.759999999999
355,2025-12-20,West,Gadget Y,28,241.1,23.76,6750.8
356,2025-12-29,Southwest,Widget A,48,343.34,83.17,16480.32
357,2025-02-25,West,Widget A,11,247.79,6.03,2725.69
358,2025-11-22,West,Gadget X,45,333.07,65.05,14988.15
359,2025-02-03,Northeast,Tool Z,26,340.33,135.53,8848.58
360,2025-10-01,Southeast,Gadget X,48,357.63,61.6,17166.239999999998
361,2025-11-05,West,Gadget X,19,413.42,168.91,7854.9800000000005
362,2025-11-22,Southwest,Gadget Y,49,274.95,98.09,13472.55
363,2025-03-23,Midwest,Gadget X,33,104.71,135.49,3455.43
364,2025-11-23,Southwest,Widget B,33,343.02,177.35,11319.66
365,2025-02-12,Southeast,Gadget X,28,47.79,138.15,1338.12
366,2025-07-09,Northeast,Widget A,23,117.29,179.98,2697.67
367,2025-06-21,Northeast,Widget B,26,398.16,162.57,10352.16
368,2025-04-26,Midwest,Gadget Y,42,223.18,115.58,9373.56
369,2025-01-09,West,Widget B,39,254.04,62.96,9907.56
370,2025-10-09,Southeast,Widget A,2,493.82,63.14,987.64
371,2025-05-03,West,Widget A,35,125.23,175.69,4383.05
372,2025-08-30,West,Tool Z,41,19.58,15.51,802.78
373,2025-05-30,Southeast,Widget B,37,64.57,188.58,2389.0899999999997
374,2025-05-17,Southeast,Widget A,25,129.81,68.78,3245.25
375,2025-11-20,West,Gadget Y,17,365.7,149.08,6216.9
376,2025-02-04,West,Gadget X,33,390.15,69.36,12874.949999999999
377,2025-09-26,Northeast,Gadget X,33,287.09,190.89,9473.97
378,2025-09-30,Southeast,Tool Z,19,134.97,12.11,2564.43
379,2025-05-19,Midwest,Widget B,20,265.65,73.9,5313.0
380,2025-04-06,Midwest,Gadget X,19,17.33,174.15,329.27
381,2025-01-02,Northeast,Gadget Y,3,344.08,58.44,1032.24
382,2025-12-08,Southwest,Gadget Y,2,311.01,58.75,622.02
383,2025-12-12,Southeast,Widget B,5,20.68,180.26,103.4
384,2025-03-29,Southeast,Gadget Y,21,410.34,166.96,8617.14
385,2025-01-12,Northeast,Gadget Y,26,384.08,25.63,9986.08
386,2025-02-14,Southwest,Widget A,21,161.03,118.14,3381.63
387,2025-01-25,Southeast,Widget A,47,321.33,48.56,15102.509999999998
388,2025-10-31,Southwest,Gadget Y,12,304.73,46.95,3656.76
389,2025-11-22,Midwest,Widget A,20,80.16,125.0,1603.1999999999998
390,2025-02-25,Southwest,Tool Z,13,104.7,29.15,1361.1000000000001
391,2025-09-30,Northeast,Widget A,15,344.77,96.61,5171.549999999999
392,2025-03-07,Northeast,Tool Z,29,467.44,54.89,13555.76
393,2025-05-15,Southwest,Gadget Y,16,292.38,171.51,4678.08
394,2025-08-07,Southwest,Gadget X,16,288.23,113.13,4611.68
395,2025-09-20,Midwest,Widget B,33,326.87,46.95,10786.710000000001
396,2025-11-16,Northeast,Widget B,41,225.88,185.66,9261.08
397,2025-01-17,Southwest,Gadget Y,11,36.54,165.46,401.94
398,2025-03-13,Southeast,Gadget Y,6,204.29,56.73,1225.74
399,2025-04-13,Southwest,Widget B,12,451.12,192.4,5413.4400000000005
400,2025-04-24,Southwest,Gadget X,29,404.42,57.21,11728.18
